# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-05 (m) - The radius of the particle
# Nozzle radius (r_n): 0.5 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
1816 0.0220015 812.085 14.4512 1.97265e-05 29.6261
1817 0.0220212 812.195 14.4673 1.97265e-05 29.6136
1818 0.0220409 812.304 14.4833 1.97265e-05 29.6011
1819 0.0220607 812.414 14.4993 1.97265e-05 29.5886
1820 0.0220804 812.523 14.5153 1.97265e-05 29.5761
1821 0.0221001 812.633 14.5314 1.97265e-05 29.5637
1822 0.0221198 812.742 14.5474 1.97265e-05 29.5512
1823 0.0221396 812.851 14.5634 1.97265e-05 29.5388
1824 0.0221593 812.96 14.5795 1.97265e-05 29.5264
1825 0.022179 813.069 14.5955 1.97265e-05 29.514
1826 0.0221988 813.178 14.6115 1.97265e-05 29.5016
1827 0.0222185 813.286 14.6276 1.97265e-05 29.4892
1828 0.0222382 813.395 14.6436 1.97265e-05 29.4769
1829 0.0222579 813.503 14.6597 1.97265e-05 29.4646
1830 0.0222777 813.612 14.6757 1.97265e-05 29.4522
1831 0.0222974 813.72 14.6918 1.97265e-05 29.4399
1832 0.0223171 813.828 14.7078 1.97265e-05 29.4277
1833 0.0223368 813.936 14.7239 1.97265e-05 29.4154
1834 0.0223566 814.044 14.7399 1.97265e-05 29.4031
1835 0.0223763 814.152 14.756 1.97265e-05 29.3909
1836 0.022396 814.259 14.7721 1.97265e-05 29.3786
1837 0.0224157 814.367 14.7881 1.97265e-05 29.3664
1838 0.0224355 814.475 14.8042 1.97265e-05 29.3542
1839 0.0224552 814.582 14.8203 1.97265e-05 29.342
1840 0.0224749 814.689 14.8363 1.97265e-05 29.3299
1841 0.0224946 814.796 14.8524 1.97265e-05 29.3177
1842 0.0225144 814.903 14.8685 1.97265e-05 29.3056
1843 0.0225341 815.01 14.8846 1.97265e-05 29.2934
1844 0.0225538 815.117 14.9006 1.97265e-05 29.2813
1845 0.0225736 815.224 14.9167 1.97265e-05 29.2692
1846 0.0225933 815.331 14.9328 1.97265e-05 29.2571
1847 0.022613 815.437 14.9489 1.97265e-05 29.2451
1848 0.0226327 815.544 14.965 1.97265e-05 29.233
1849 0.0226525 815.65 14.9811 1.97265e-05 29.221
1850 0.0226722 815.756 14.9971 1.97265e-05 29.2089
1851 0.0226919 815.862 15.0132 1.97265e-05 29.1969
1852 0.0227116 815.968 15.0293 1.97265e-05 29.1849
1853 0.0227314 816.074 15.0454 1.97265e-05 29.1729
1854 0.0227511 816.18 15.0615 1.97265e-05 29.1609
1855 0.0227708 816.286 15.0776 1.97265e-05 29.149
1856 0.0227905 816.391 15.0937 1.97265e-05 29.137
1857 0.0228103 816.497 15.1098 1.97265e-05 29.1251
1858 0.02283 816.602 15.126 1.97265e-05 29.1132
1859 0.0228497 816.707 15.1421 1.97265e-05 29.1013
1860 0.0228695 816.812 15.1582 1.97265e-05 29.0894
1861 0.0228892 816.918 15.1743 1.97265e-05 29.0775
1862 0.0229089 817.022 15.1904 1.97265e-05 29.0657
1863 0.0229286 817.127 15.2065 1.97265e-05 29.0538
1864 0.0229484 817.232 15.2226 1.97265e-05 29.042
1865 0.0229681 817.337 15.2388 1.97265e-05 29.0301
1866 0.0229878 817.441 15.2549 1.97265e-05 29.0183
1867 0.0230075 817.546 15.271 1.97265e-05 29.0065
1868 0.0230273 817.65 15.2871 1.97265e-05 28.9948
1869 0.023047 817.754 15.3033 1.97265e-05 28.983
1870 0.0230667 817.859 15.3194 1.97265e-05 28.9712
1871 0.0230864 817.963 15.3355 1.97265e-05 28.9595
1872 0.0231062 818.066 15.3517 1.97265e-05 28.9478
1873 0.0231259 818.17 15.3678 1.97265e-05 28.9361
1874 0.0231456 818.274 15.384 1.97265e-05 28.9244
1875 0.0231654 818.378 15.4001 1.97265e-05 28.9127
1876 0.0231851 818.481 15.4162 1.97265e-05 28.901
1877 0.0232048 818.585 15.4324 1.97265e-05 28.8893
1878 0.0232245 818.688 15.4485 1.97265e-05 28.8777
1879 0.0232443 818.791 15.4647 1.97265e-05 28.8661
1880 0.023264 818.894 15.4808 1.97265e-05 28.8544
1881 0.0232837 818.997 15.497 1.97265e-05 28.8428
1882 0.0233034 819.1 15.5132 1.97265e-05 28.8312
1883 0.0233232 819.203 15.5293 1.97265e-05 28.8197
1884 0.0233429 819.306 15.5455 1.97265e-05 28.8081
1885 0.0233626 819.409 15.5616 1.97265e-05 28.7965
1886 0.0233823 819.511 15.5778 1.97265e-05 28.785
1887 0.0234021 819.614 15.594 1.97265e-05 28.7735
1888 0.0234218 819.716 15.6101 1.97265e-05 28.762
1889 0.0234415 819.818 15.6263 1.97265e-05 28.7505
1890 0.0234612 819.92 15.6425 1.97265e-05 28.739
1891 0.023481 820.022 15.6587 1.97265e-05 28.7275
1892 0.0235007 820.124 15.6748 1.97265e-05 28.716
1893 0.0235204 820.226 15.691 1.97265e-05 28.7046
1894 0.0235402 820.328 15.7072 1.97265e-05 28.6931
1895 0.0235599 820.429 15.7234 1.97265e-05 28.6817
1896 0.0235796 820.531 15.7396 1.97265e-05 28.6703
1897 0.0235993 820.632 15.7558 1.97265e-05 28.6589
1898 0.0236191 820.734 15.7719 1.97265e-05 28.6475
1899 0.0236388 820.835 15.7881 1.97265e-05 28.6361
1900 0.0236585 820.936 15.8043 1.97265e-05 28.6248
1901 0.0236782 821.037 15.8205 1.97265e-05 28.6134
1902 0.023698 821.138 15.8367 1.97265e-05 28.6021
1903 0.0237177 821.239 15.8529 1.97265e-05 28.5908
1904 0.0237374 821.34 15.8691 1.97265e-05 28.5795
1905 0.0237571 821.441 15.8853 1.97265e-05 28.5682
1906 0.0237769 821.541 15.9015 1.97265e-05 28.5569
1907 0.0237966 821.642 15.9177 1.97265e-05 28.5456
1908 0.0238163 821.742 15.9339 1.97265e-05 28.5343
1909 0.0238361 821.842 15.9502 1.97265e-05 28.5231
1910 0.0238558 821.943 15.9664 1.97265e-05 28.5119
1911 0.0238755 822.043 15.9826 1.97265e-05 28.5006
1912 0.0238952 822.143 15.9988 1.97265e-05 28.4894
1913 0.023915 822.243 16.015 2.16991e-05 28.4782
1914 0.0239367 822.352 16.0329 2.16991e-05 28.4659
1915 0.0239584 822.462 16.0507 2.16991e-05 28.4536
1916 0.0239801 822.572 16.0686 2.16991e-05 28.4414
1917 0.0240018 822.681 16.0864 2.16991e-05 28.4291
1918 0.0240235 822.79 16.1043 2.16991e-05 28.4169
1919 0.0240452 822.9 16.1221 2.16991e-05 28.4046
1920 0.0240669 823.009 16.14 2.16991e-05 28.3924
1921 0.0240886 823.118 16.1578 2.16991e-05 28.3802
1922 0.0241102 823.227 16.1757 2.16991e-05 28.368
1923 0.0241319 823.335 16.1936 2.16991e-05 28.3559
1924 0.0241536 823.444 16.2114 2.16991e-05 28.3437
1925 0.0241753 823.552 16.2293 2.16991e-05 28.3316
1926 0.024197 823.661 16.2472 2.16991e-05 28.3194
1927 0.0242187 823.769 16.265 2.16991e-05 28.3073
1928 0.0242404 823.877 16.2829 2.16991e-05 28.2952
1929 0.0242621 823.985 16.3008 2.16991e-05 28.2831
1930 0.0242838 824.093 16.3187 2.16991e-05 28.2711
1931 0.0243055 824.201 16.3366 2.16991e-05 28.259
1932 0.0243272 824.309 16.3544 2.16991e-05 28.247
1933 0.0243489 824.417 16.3723 2.16991e-05 28.2349
1934 0.0243706 824.524 16.3902 2.16991e-05 28.2229
1935 0.0243923 824.632 16.4081 2.16991e-05 28.2109
1936 0.024414 824.739 16.426 2.16991e-05 28.1989
1937 0.0244357 824.846 16.4439 2.16991e-05 28.187
1938 0.0244574 824.953 16.4618 2.16991e-05 28.175
1939 0.0244791 825.06 16.4797 2.16991e-05 28.1631
1940 0.0245008 825.167 16.4976 2.16991e-05 28.1511
1941 0.0245225 825.274 16.5155 2.16991e-05 28.1392
1942 0.0245442 825.38 16.5334 2.16991e-05 28.1273
1943 0.0245659 825.487 16.5513 2.16991e-05 28.1154
1944 0.0245876 825.593 16.5693 2.16991e-05 28.1036
1945 0.0246093 825.7 16.5872 2.16991e-05 28.0917
1946 0.024631 825.806 16.6051 2.16991e-05 28.0799
1947 0.0246527 825.912 16.623 2.16991e-05 28.068
1948 0.0246744 826.018 16.6409 2.16991e-05 28.0562
1949 0.0246961 826.124 16.6589 2.16991e-05 28.0444
1950 0.0247178 826.229 16.6768 2.16991e-05 28.0326
1951 0.0247395 826.335 16.6947 2.16991e-05 28.0209
1952 0.0247612 826.441 16.7126 2.16991e-05 28.0091
1953 0.0247829 826.546 16.7306 2.16991e-05 27.9973
1954 0.0248046 826.651 16.7485 2.16991e-05 27.9856
1955 0.0248263 826.757 16.7665 2.16991e-05 27.9739
1956 0.024848 826.862 16.7844 2.16991e-05 27.9622
1957 0.0248697 826.967 16.8023 2.16991e-05 27.9505
1958 0.0248914 827.072 16.8203 2.16991e-05 27.9388
1959 0.0249131 827.176 16.8382 2.16991e-05 27.9271
1960 0.0249348 827.281 16.8562 2.16991e-05 27.9155
1961 0.0249565 827.386 16.8741 2.16991e-05 27.9038
1962 0.0249782 827.49 16.8921 2.16991e-05 27.8922
1963 0.0249999 827.594 16.91 2.16991e-05 27.8806
1964 0.0250216 827.699 16.928 2.16991e-05 27.869
1965 0.0250433 827.803 16.946 2.16991e-05 27.8574
1966 0.025065 827.907 16.9639 2.16991e-05 27.8458
1967 0.0250867 828.011 16.9819 2.16991e-05 27.8343
1968 0.0251084 828.115 16.9999 2.16991e-05 27.8227
1969 0.0251301 828.218 17.0178 2.16991e-05 27.8112
1970 0.0251518 828.322 17.0358 2.16991e-05 27.7997
1971 0.0251735 828.425 17.0538 2.16991e-05 27.7882
1972 0.0251952 828.529 17.0718 2.16991e-05 27.7767
1973 0.0252169 828.632 17.0897 2.16991e-05 27.7652
1974 0.0252386 828.735 17.1077 2.16991e-05 27.7537
1975 0.0252603 828.838 17.1257 2.16991e-05 27.7423
1976 0.025282 828.941 17.1437 2.16991e-05 27.7308
1977 0.0253037 829.044 17.1617 2.16991e-05 27.7194
1978 0.0253254 829.147 17.1797 2.16991e-05 27.708
1979 0.0253471 829.25 17.1977 2.16991e-05 27.6966
1980 0.0253688 829.352 17.2157 2.16991e-05 27.6852
1981 0.0253905 829.455 17.2337 2.16991e-05 27.6738
1982 0.0254122 829.557 17.2517 2.16991e-05 27.6625
1983 0.0254339 829.659 17.2697 2.16991e-05 27.6511
1984 0.0254556 829.762 17.2877 2.16991e-05 27.6398
1985 0.0254773 829.864 17.3057 2.16991e-05 27.6284
1986 0.025499 829.966 17.3237 2.16991e-05 27.6171
1987 0.0255207 830.067 17.3417 2.16991e-05 27.6058
1988 0.0255424 830.169 17.3597 2.16991e-05 27.5945
1989 0.0255641 830.271 17.3777 2.16991e-05 27.5833
1990 0.0255858 830.372 17.3957 2.16991e-05 27.572
1991 0.0256075 830.474 17.4137 2.16991e-05 27.5608
1992 0.0256292 830.575 17.4318 2.16991e-05 27.5495
1993 0.0256509 830.676 17.4498 2.16991e-05 27.5383
1994 0.0256726 830.777 17.4678 2.16991e-05 27.5271
1995 0.0256943 830.878 17.4858 2.16991e-05 27.5159
1996 0.025716 830.979 17.5039 2.16991e-05 27.5047
1997 0.0257377 831.08 17.5219 2.16991e-05 27.4935
1998 0.0257594 831.181 17.5399 2.16991e-05 27.4824
1999 0.0257811 831.282 17.558 2.16991e-05 27.4712
2000 0.0258028 831.382 17.576 2.16991e-05 27.4601
2001 0.0258245 831.483 17.5941 2.16991e-05 27.4489
2002 0.0258462 831.583 17.6121 2.16991e-05 27.4378
2003 0.0258679 831.683 17.6302 2.16991e-05 27.4267
2004 0.0258896 831.783 17.6482 2.16991e-05 27.4156
2005 0.0259113 831.883 17.6663 2.16991e-05 27.4046
2006 0.025933 831.983 17.6843 2.38691e-05 27.3935
2007 0.0259568 832.093 17.7042 2.38691e-05 27.3813
2008 0.0259807 832.203 17.724 2.38691e-05 27.3692
2009 0.0260046 832.312 17.7439 2.38691e-05 27.3571
2010 0.0260285 832.422 17.7638 2.38691e-05 27.345
2011 0.0260523 832.531 17.7836 2.38691e-05 27.3329
2012 0.0260762 832.64 17.8035 2.38691e-05 27.3208
2013 0.0261001 832.749 17.8234 2.38691e-05 27.3087
2014 0.0261239 832.858 17.8433 2.38691e-05 27.2967
2015 0.0261478 832.967 17.8631 2.38691e-05 27.2846
2016 0.0261717 833.076 17.883 2.38691e-05 27.2726
2017 0.0261955 833.184 17.9029 2.38691e-05 27.2606
2018 0.0262194 833.293 17.9228 2.38691e-05 27.2486
2019 0.0262433 833.401 17.9427 2.38691e-05 27.2366
2020 0.0262671 833.509 17.9626 2.38691e-05 27.2246
2021 0.026291 833.618 17.9825 2.38691e-05 27.2127
2022 0.0263149 833.726 18.0024 2.38691e-05 27.2008
2023 0.0263388 833.833 18.0223 2.38691e-05 27.1888
2024 0.0263626 833.941 18.0422 2.38691e-05 27.1769
2025 0.0263865 834.049 18.0621 2.38691e-05 27.165
2026 0.0264104 834.156 18.082 2.38691e-05 27.1531
2027 0.0264342 834.264 18.1019 2.38691e-05 27.1413
2028 0.0264581 834.371 18.1218 2.38691e-05 27.1294
2029 0.026482 834.478 18.1417 2.38691e-05 27.1176
2030 0.0265058 834.585 18.1617 2.38691e-05 27.1058
2031 0.0265297 834.692 18.1816 2.38691e-05 27.0939
2032 0.0265536 834.799 18.2015 2.38691e-05 27.0821
2033 0.0265774 834.906 18.2214 2.38691e-05 27.0704
2034 0.0266013 835.013 18.2414 2.38691e-05 27.0586
2035 0.0266252 835.119 18.2613 2.38691e-05 27.0468
2036 0.026649 835.226 18.2812 2.38691e-05 27.0351
2037 0.0266729 835.332 18.3012 2.38691e-05 27.0234
2038 0.0266968 835.438 18.3211 2.38691e-05 27.0117
2039 0.0267207 835.544 18.3411 2.38691e-05 27
2040 0.0267445 835.65 18.361 2.38691e-05 26.9883
2041 0.0267684 835.756 18.3809 2.38691e-05 26.9766
2042 0.0267923 835.861 18.4009 2.38691e-05 26.9649
2043 0.0268161 835.967 18.4208 2.38691e-05 26.9533
2044 0.02684 836.072 18.4408 2.38691e-05 26.9417
2045 0.0268639 836.178 18.4608 2.38691e-05 26.93
2046 0.0268877 836.283 18.4807 2.38691e-05 26.9184
2047 0.0269116 836.388 18.5007 2.38691e-05 26.9068
2048 0.0269355 836.493 18.5206 2.38691e-05 26.8953
2049 0.0269593 836.598 18.5406 2.38691e-05 26.8837
2050 0.0269832 836.703 18.5606 2.38691e-05 26.8722
2051 0.0270071 836.808 18.5806 2.38691e-05 26.8606
2052 0.027031 836.912 18.6005 2.38691e-05 26.8491
2053 0.0270548 837.017 18.6205 2.38691e-05 26.8376
2054 0.0270787 837.121 18.6405 2.38691e-05 26.8261
2055 0.0271026 837.225 18.6605 2.38691e-05 26.8146
2056 0.0271264 837.329 18.6805 2.38691e-05 26.8031
2057 0.0271503 837.433 18.7004 2.38691e-05 26.7917
2058 0.0271742 837.537 18.7204 2.38691e-05 26.7802
2059 0.027198 837.641 18.7404 2.38691e-05 26.7688
2060 0.0272219 837.745 18.7604 2.38691e-05 26.7574
2061 0.0272458 837.848 18.7804 2.38691e-05 26.746
2062 0.0272696 837.952 18.8004 2.38691e-05 26.7346
2063 0.0272935 838.055 18.8204 2.38691e-05 26.7232
2064 0.0273174 838.158 18.8404 2.38691e-05 26.7118
2065 0.0273413 838.262 18.8604 2.38691e-05 26.7005
2066 0.0273651 838.365 18.8804 2.38691e-05 26.6892
2067 0.027389 838.467 18.9005 2.38691e-05 26.6778
2068 0.0274129 838.57 18.9205 2.38691e-05 26.6665
2069 0.0274367 838.673 18.9405 2.38691e-05 26.6552
2070 0.0274606 838.776 18.9605 2.38691e-05 26.6439
2071 0.0274845 838.878 18.9805 2.38691e-05 26.6326
2072 0.0275083 838.98 19.0006 2.38691e-05 26.6214
2073 0.0275322 839.083 19.0206 2.38691e-05 26.6101
2074 0.0275561 839.185 19.0406 2.38691e-05 26.5989
2075 0.0275799 839.287 19.0606 2.38691e-05 26.5877
2076 0.0276038 839.389 19.0807 2.38691e-05 26.5765
2077 0.0276277 839.491 19.1007 2.38691e-05 26.5653
2078 0.0276516 839.592 19.1207 2.38691e-05 26.5541
2079 0.0276754 839.694 19.1408 2.38691e-05 26.5429
2080 0.0276993 839.796 19.1608 2.38691e-05 26.5318
2081 0.0277232 839.897 19.1809 2.38691e-05 26.5206
2082 0.027747 839.998 19.2009 2.38691e-05 26.5095
2083 0.0277709 840.099 19.221 2.38691e-05 26.4984
2084 0.0277948 840.2 19.241 2.38691e-05 26.4872
2085 0.0278186 840.301 19.2611 2.38691e-05 26.4761
2086 0.0278425 840.402 19.2811 2.38691e-05 26.4651
2087 0.0278664 840.503 19.3012 2.38691e-05 26.454
2088 0.0278902 840.604 19.3213 2.38691e-05 26.4429
2089 0.0279141 840.704 19.3413 2.38691e-05 26.4319
2090 0.027938 840.805 19.3614 2.38691e-05 26.4208
2091 0.0279618 840.905 19.3815 2.38691e-05 26.4098
2092 0.0279857 841.005 19.4016 2.38691e-05 26.3988
2093 0.0280096 841.105 19.4216 2.38691e-05 26.3878
2094 0.0280335 841.205 19.4417 2.38691e-05 26.3768
2095 0.0280573 841.305 19.4618 2.6256e-05 26.3659
2096 0.0280836 841.415 19.4839 2.6256e-05 26.3538
2097 0.0281098 841.525 19.506 2.6256e-05 26.3418
2098 0.0281361 841.634 19.5281 2.6256e-05 26.3297
2099 0.0281623 841.744 19.5502 2.6256e-05 26.3177
2100 0.0281886 841.853 19.5723 2.6256e-05 26.3057
2101 0.0282149 841.962 19.5944 2.6256e-05 26.2937
2102 0.0282411 842.071 19.6165 2.6256e-05 26.2818
2103 0.0282674 842.18 19.6386 2.6256e-05 26.2698
2104 0.0282936 842.289 19.6607 2.6256e-05 26.2579
2105 0.0283199 842.398 19.6828 2.6256e-05 26.246
2106 0.0283461 842.506 19.7049 2.6256e-05 26.234
2107 0.0283724 842.615 19.7271 2.6256e-05 26.2222
2108 0.0283987 842.723 19.7492 2.6256e-05 26.2103
2109 0.0284249 842.831 19.7713 2.6256e-05 26.1984
2110 0.0284512 842.939 19.7934 2.6256e-05 26.1866
2111 0.0284774 843.047 19.8156 2.6256e-05 26.1747
2112 0.0285037 843.155 19.8377 2.6256e-05 26.1629
2113 0.0285299 843.263 19.8599 2.6256e-05 26.1511
2114 0.0285562 843.37 19.882 2.6256e-05 26.1393
2115 0.0285824 843.478 19.9041 2.6256e-05 26.1275
2116 0.0286087 843.585 19.9263 2.6256e-05 26.1157
2117 0.028635 843.692 19.9484 2.6256e-05 26.104
2118 0.0286612 843.799 19.9706 2.6256e-05 26.0923
2119 0.0286875 843.906 19.9927 2.6256e-05 26.0805
2120 0.0287137 844.013 20.0149 2.6256e-05 26.0688
2121 0.02874 844.12 20.0371 2.6256e-05 26.0571
2122 0.0287662 844.226 20.0592 2.6256e-05 26.0454
2123 0.0287925 844.333 20.0814 2.6256e-05 26.0338
2124 0.0288187 844.439 20.1036 2.6256e-05 26.0221
2125 0.028845 844.545 20.1257 2.6256e-05 26.0105
2126 0.0288713 844.651 20.1479 2.6256e-05 25.9988
2127 0.0288975 844.757 20.1701 2.6256e-05 25.9872
2128 0.0289238 844.863 20.1923 2.6256e-05 25.9756
2129 0.02895 844.969 20.2145 2.6256e-05 25.9641
2130 0.0289763 845.075 20.2367 2.6256e-05 25.9525
2131 0.0290025 845.18 20.2588 2.6256e-05 25.9409
2132 0.0290288 845.285 20.281 2.6256e-05 25.9294
2133 0.0290551 845.391 20.3032 2.6256e-05 25.9179
2134 0.0290813 845.496 20.3254 2.6256e-05 25.9063
2135 0.0291076 845.601 20.3476 2.6256e-05 25.8948
2136 0.0291338 845.706 20.3698 2.6256e-05 25.8833
2137 0.0291601 845.811 20.392 2.6256e-05 25.8719
2138 0.0291863 845.915 20.4142 2.6256e-05 25.8604
2139 0.0292126 846.02 20.4365 2.6256e-05 25.849
2140 0.0292388 846.124 20.4587 2.6256e-05 25.8375
2141 0.0292651 846.229 20.4809 2.6256e-05 25.8261
2142 0.0292914 846.333 20.5031 2.6256e-05 25.8147
2143 0.0293176 846.437 20.5253 2.6256e-05 25.8033
2144 0.0293439 846.541 20.5476 2.6256e-05 25.7919
2145 0.0293701 846.645 20.5698 2.6256e-05 25.7805
2146 0.0293964 846.749 20.592 2.6256e-05 25.7692
2147 0.0294226 846.852 20.6142 2.6256e-05 25.7579
2148 0.0294489 846.956 20.6365 2.6256e-05 25.7465
2149 0.0294751 847.059 20.6587 2.6256e-05 25.7352
2150 0.0295014 847.162 20.681 2.6256e-05 25.7239
2151 0.0295277 847.266 20.7032 2.6256e-05 25.7126
2152 0.0295539 847.369 20.7255 2.6256e-05 25.7013
2153 0.0295802 847.472 20.7477 2.6256e-05 25.6901
2154 0.0296064 847.574 20.77 2.6256e-05 25.6788
2155 0.0296327 847.677 20.7922 2.6256e-05 25.6676
2156 0.0296589 847.78 20.8145 2.6256e-05 25.6564
2157 0.0296852 847.882 20.8367 2.6256e-05 25.6452
2158 0.0297115 847.985 20.859 2.6256e-05 25.634
2159 0.0297377 848.087 20.8813 2.6256e-05 25.6228
2160 0.029764 848.189 20.9035 2.6256e-05 25.6116
2161 0.0297902 848.291 20.9258 2.6256e-05 25.6005
2162 0.0298165 848.393 20.9481 2.6256e-05 25.5893
2163 0.0298427 848.495 20.9704 2.6256e-05 25.5782
2164 0.029869 848.596 20.9926 2.6256e-05 25.5671
2165 0.0298952 848.698 21.0149 2.6256e-05 25.5559
2166 0.0299215 848.799 21.0372 2.6256e-05 25.5449
2167 0.0299478 848.901 21.0595 2.6256e-05 25.5338
2168 0.029974 849.002 21.0818 2.6256e-05 25.5227
2169 0.0300003 849.103 21.1041 2.6256e-05 25.5117
2170 0.0300265 849.204 21.1264 2.6256e-05 25.5006
2171 0.0300528 849.305 21.1487 2.6256e-05 25.4896
2172 0.030079 849.406 21.171 2.6256e-05 25.4786
2173 0.0301053 849.507 21.1933 2.6256e-05 25.4676
2174 0.0301315 849.607 21.2156 2.6256e-05 25.4566
2175 0.0301578 849.708 21.2379 2.6256e-05 25.4456
2176 0.0301841 849.808 21.2602 2.6256e-05 25.4346
2177 0.0302103 849.908 21.2825 2.6256e-05 25.4237
2178 0.0302366 850.008 21.3048 2.6256e-05 25.4127
2179 0.0302628 850.108 21.3271 2.6256e-05 25.4018
2180 0.0302891 850.208 21.3495 2.88816e-05 25.3909
2181 0.030318 850.318 21.374 2.88816e-05 25.3789
2182 0.0303468 850.428 21.3986 2.88816e-05 25.3669
2183 0.0303757 850.537 21.4231 2.88816e-05 25.3549
2184 0.0304046 850.647 21.4477 2.88816e-05 25.343
2185 0.0304335 850.756 21.4723 2.88816e-05 25.331
2186 0.0304624 850.865 21.4969 2.88816e-05 25.3191
2187 0.0304913 850.974 21.5214 2.88816e-05 25.3072
2188 0.0305201 851.083 21.546 2.88816e-05 25.2953
2189 0.030549 851.192 21.5706 2.88816e-05 25.2834
2190 0.0305779 851.3 21.5952 2.88816e-05 25.2716
2191 0.0306068 851.409 21.6198 2.88816e-05 25.2597
2192 0.0306357 851.517 21.6444 2.88816e-05 25.2479
2193 0.0306645 851.625 21.669 2.88816e-05 25.2361
2194 0.0306934 851.733 21.6935 2.88816e-05 25.2243
2195 0.0307223 851.841 21.7182 2.88816e-05 25.2125
2196 0.0307512 851.949 21.7428 2.88816e-05 25.2007
2197 0.0307801 852.057 21.7674 2.88816e-05 25.189
2198 0.0308089 852.164 21.792 2.88816e-05 25.1772
2199 0.0308378 852.272 21.8166 2.88816e-05 25.1655
2200 0.0308667 852.379 21.8412 2.88816e-05 25.1538
2201 0.0308956 852.486 21.8658 2.88816e-05 25.1421
2202 0.0309245 852.593 21.8904 2.88816e-05 25.1304
2203 0.0309534 852.7 21.9151 2.88816e-05 25.1187
2204 0.0309822 852.807 21.9397 2.88816e-05 25.1071
2205 0.0310111 852.914 21.9643 2.88816e-05 25.0954
2206 0.03104 853.02 21.989 2.88816e-05 25.0838
2207 0.0310689 853.127 22.0136 2.88816e-05 25.0722
2208 0.0310978 853.233 22.0382 2.88816e-05 25.0606
2209 0.0311266 853.339 22.0629 2.88816e-05 25.049
2210 0.0311555 853.445 22.0875 2.88816e-05 25.0374
2211 0.0311844 853.551 22.1122 2.88816e-05 25.0258
2212 0.0312133 853.657 22.1368 2.88816e-05 25.0143
2213 0.0312422 853.763 22.1615 2.88816e-05 25.0028
2214 0.0312711 853.868 22.1862 2.88816e-05 24.9912
2215 0.0312999 853.973 22.2108 2.88816e-05 24.9797
2216 0.0313288 854.079 22.2355 2.88816e-05 24.9683
2217 0.0313577 854.184 22.2602 2.88816e-05 24.9568
2218 0.0313866 854.289 22.2848 2.88816e-05 24.9453
2219 0.0314155 854.394 22.3095 2.88816e-05 24.9339
2220 0.0314443 854.499 22.3342 2.88816e-05 24.9224
2221 0.0314732 854.603 22.3589 2.88816e-05 24.911
2222 0.0315021 854.708 22.3835 2.88816e-05 24.8996
2223 0.031531 854.812 22.4082 2.88816e-05 24.8882
2224 0.0315599 854.917 22.4329 2.88816e-05 24.8768
2225 0.0315888 855.021 22.4576 2.88816e-05 24.8655
2226 0.0316176 855.125 22.4823 2.88816e-05 24.8541
2227 0.0316465 855.229 22.507 2.88816e-05 24.8428
2228 0.0316754 855.333 22.5317 2.88816e-05 24.8314
2229 0.0317043 855.436 22.5564 2.88816e-05 24.8201
2230 0.0317332 855.54 22.5811 2.88816e-05 24.8088
2231 0.031762 855.643 22.6058 2.88816e-05 24.7976
2232 0.0317909 855.747 22.6305 2.88816e-05 24.7863
2233 0.0318198 855.85 22.6553 2.88816e-05 24.775
2234 0.0318487 855.953 22.68 2.88816e-05 24.7638
2235 0.0318776 856.056 22.7047 2.88816e-05 24.7526
2236 0.0319064 856.159 22.7294 2.88816e-05 24.7413
2237 0.0319353 856.261 22.7542 2.88816e-05 24.7301
2238 0.0319642 856.364 22.7789 2.88816e-05 24.7189
2239 0.0319931 856.467 22.8036 2.88816e-05 24.7078
2240 0.032022 856.569 22.8284 2.88816e-05 24.6966
2241 0.0320509 856.671 22.8531 2.88816e-05 24.6854
2242 0.0320797 856.773 22.8778 2.88816e-05 24.6743
2243 0.0321086 856.875 22.9026 2.88816e-05 24.6632
2244 0.0321375 856.977 22.9273 2.88816e-05 24.6521
2245 0.0321664 857.079 22.9521 2.88816e-05 24.641
2246 0.0321953 857.181 22.9768 2.88816e-05 24.6299
2247 0.0322241 857.282 23.0016 2.88816e-05 24.6188
2248 0.032253 857.384 23.0264 2.88816e-05 24.6078
2249 0.0322819 857.485 23.0511 2.88816e-05 24.5967
2250 0.0323108 857.586 23.0759 2.88816e-05 24.5857
2251 0.0323397 857.687 23.1007 2.88816e-05 24.5747
2252 0.0323686 857.788 23.1254 2.88816e-05 24.5636
2253 0.0323974 857.889 23.1502 2.88816e-05 24.5527
2254 0.0324263 857.99 23.175 2.88816e-05 24.5417
