# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-05 (m) - The radius of the particle
# Nozzle radius (r_n): 0.5 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
0 0 0 0 0.001 227.436
1 0.001 188.922 0.0944609 0.0008 193.874
2 0.0018 300.125 0.290079 0.00064 175.796
3 0.00244 372.359 0.505274 0.000512 165.087
4 0.002952 442.651 0.713916 0.0004096 336.102
5 0.0033616 508.36 0.908683 0.00032768 260.327
6 0.00368928 543.508 1.08102 0.000262144 196.907
7 0.00395142 564.423 1.22624 0.000209715 162.903
8 0.00416114 578.13 1.34605 0.000167772 142.861
9 0.00432891 587.663 1.44384 0.000134218 130.015
10 0.00446313 594.553 1.52318 0.000107374 121.284
11 0.0045705 599.664 1.58729 8.58993e-05 115.101
12 0.0046564 603.524 1.63897 6.87195e-05 110.592
13 0.00472512 606.48 1.68054 5.49756e-05 107.232
14 0.0047801 608.766 1.71395 4.39805e-05 104.688
15 0.00482408 610.546 1.74076 3.51844e-05 102.738
16 0.00485926 611.941 1.76227 2.81475e-05 101.23
17 0.00488741 613.039 1.77951 2.2518e-05 100.056
18 0.00490993 613.906 1.79332 1.80144e-05 99.1353
19 0.00492794 614.592 1.80439 1.44115e-05 98.4112
20 0.00494235 615.137 1.81325 1.15292e-05 97.8396
21 0.00495388 615.569 1.82034 9.22337e-06 97.387
22 0.00496311 615.914 1.82602 7.3787e-06 97.028
23 0.00497049 616.188 1.83057 5.90296e-06 96.7426
24 0.00497639 616.407 1.8342 4.72237e-06 96.5156
25 0.00498111 616.582 1.83712 4.72237e-06 96.3347
26 0.00498583 616.756 1.84003 4.72237e-06 96.1545
27 0.00499056 616.93 1.84294 4.72237e-06 95.975
28 0.00499528 617.103 1.84585 4.72237e-06 95.7961
29 0.005 617.276 1.84877 4.72237e-06 95.618
30 0.00500472 617.449 1.85168 4.72237e-06 95.4404
31 0.00500944 617.621 1.8546 4.72237e-06 95.2636
32 0.00501417 617.793 1.85752 4.72237e-06 95.0874
33 0.00501889 617.964 1.86044 4.72237e-06 94.9118
34 0.00502361 618.135 1.86335 4.72237e-06 94.7369
35 0.00502833 618.306 1.86627 4.72237e-06 94.5627
36 0.00503306 618.476 1.86919 4.72237e-06 94.3891
37 0.00503778 618.646 1.87211 4.72237e-06 94.2161
38 0.0050425 618.816 1.87504 4.72237e-06 94.0437
39 0.00504722 618.985 1.87796 4.72237e-06 93.872
40 0.00505195 619.154 1.88088 4.72237e-06 93.7009
41 0.00505667 619.322 1.88381 4.72237e-06 93.5305
42 0.00506139 619.49 1.88673 4.72237e-06 93.3606
43 0.00506611 619.657 1.88966 4.72237e-06 93.1914
44 0.00507084 619.825 1.89258 4.72237e-06 93.0228
45 0.00507556 619.991 1.89551 4.72237e-06 92.8548
46 0.00508028 620.158 1.89844 4.72237e-06 92.6874
47 0.005085 620.324 1.90137 4.72237e-06 92.5206
48 0.00508972 620.49 1.9043 4.72237e-06 92.3544
49 0.00509445 620.655 1.90723 4.72237e-06 92.1888
50 0.00509917 620.82 1.91016 4.72237e-06 92.0238
51 0.00510389 620.985 1.91309 4.72237e-06 91.8594
52 0.00510861 621.149 1.91603 4.72237e-06 91.6956
53 0.00511334 621.313 1.91896 4.72237e-06 91.5324
54 0.00511806 621.476 1.92189 4.72237e-06 91.3697
55 0.00512278 621.639 1.92483 4.72237e-06 91.2076
56 0.0051275 621.802 1.92777 4.72237e-06 91.0461
57 0.00513223 621.964 1.9307 4.72237e-06 90.8852
58 0.00513695 622.127 1.93364 4.72237e-06 90.7249
59 0.00514167 622.288 1.93658 4.72237e-06 90.5651
60 0.00514639 622.45 1.93952 4.72237e-06 90.4058
61 0.00515112 622.611 1.94246 4.72237e-06 90.2472
62 0.00515584 622.771 1.9454 4.72237e-06 90.089
63 0.00516056 622.932 1.94834 4.72237e-06 89.9315
64 0.00516528 623.092 1.95128 4.72237e-06 89.7745
65 0.00517001 623.251 1.95422 4.72237e-06 89.618
66 0.00517473 623.41 1.95717 4.72237e-06 89.4621
67 0.00517945 623.569 1.96011 4.72237e-06 89.3067
68 0.00518417 623.728 1.96306 4.72237e-06 89.1519
69 0.00518889 623.886 1.966 4.72237e-06 88.9976
70 0.00519362 624.044 1.96895 4.72237e-06 88.8438
71 0.00519834 624.202 1.9719 4.72237e-06 88.6906
72 0.00520306 624.359 1.97484 4.72237e-06 88.5379
73 0.00520778 624.516 1.97779 4.72237e-06 88.3857
74 0.00521251 624.672 1.98074 4.72237e-06 88.234
75 0.00521723 624.829 1.98369 4.72237e-06 88.0829
76 0.00522195 624.984 1.98664 4.72237e-06 87.9323
77 0.00522667 625.14 1.9896 4.72237e-06 87.7822
78 0.0052314 625.295 1.99255 4.72237e-06 87.6326
79 0.00523612 625.45 1.9955 4.72237e-06 87.4835
80 0.00524084 625.605 1.99846 4.72237e-06 87.3349
81 0.00524556 625.759 2.00141 4.72237e-06 87.1868
82 0.00525029 625.913 2.00437 4.72237e-06 87.0392
83 0.00525501 626.067 2.00732 4.72237e-06 86.8922
84 0.00525973 626.22 2.01028 4.72237e-06 86.7456
85 0.00526445 626.373 2.01324 4.72237e-06 86.5995
86 0.00526917 626.525 2.01619 4.72237e-06 86.4539
87 0.0052739 626.678 2.01915 4.72237e-06 86.3088
88 0.00527862 626.83 2.02211 4.72237e-06 86.1642
89 0.00528334 626.981 2.02507 4.72237e-06 86.0201
90 0.00528806 627.133 2.02804 4.72237e-06 85.8764
91 0.00529279 627.284 2.031 4.72237e-06 85.7333
92 0.00529751 627.435 2.03396 4.72237e-06 85.5906
93 0.00530223 627.585 2.03692 4.72237e-06 85.4483
94 0.00530695 627.735 2.03989 4.72237e-06 85.3066
95 0.00531168 627.885 2.04285 4.72237e-06 85.1653
96 0.0053164 628.034 2.04582 4.72237e-06 85.0245
97 0.00532112 628.184 2.04878 4.72237e-06 84.8842
98 0.00532584 628.333 2.05175 4.72237e-06 84.7443
99 0.00533057 628.481 2.05472 4.72237e-06 84.6048
100 0.00533529 628.629 2.05769 4.72237e-06 84.4659
101 0.00534001 628.777 2.06066 4.72237e-06 84.3274
102 0.00534473 628.925 2.06362 4.72237e-06 84.1893
103 0.00534946 629.072 2.0666 4.72237e-06 84.0517
104 0.00535418 629.22 2.06957 4.72237e-06 83.9146
105 0.0053589 629.366 2.07254 4.72237e-06 83.7778
106 0.00536362 629.513 2.07551 4.72237e-06 83.6416
107 0.00536834 629.659 2.07848 4.72237e-06 83.5058
108 0.00537307 629.805 2.08146 4.72237e-06 83.3704
109 0.00537779 629.95 2.08443 4.72237e-06 83.2354
110 0.00538251 630.096 2.08741 4.72237e-06 83.1009
111 0.00538723 630.241 2.09038 4.72237e-06 82.9669
112 0.00539196 630.386 2.09336 4.72237e-06 82.8332
113 0.00539668 630.53 2.09634 4.72237e-06 82.7
114 0.0054014 630.674 2.09931 4.72237e-06 82.5672
115 0.00540612 630.818 2.10229 4.72237e-06 82.4349
116 0.00541085 630.962 2.10527 4.72237e-06 82.3029
117 0.00541557 631.105 2.10825 4.72237e-06 82.1714
118 0.00542029 631.248 2.11123 4.72237e-06 82.0403
119 0.00542501 631.391 2.11421 4.72237e-06 81.9097
120 0.00542974 631.533 2.1172 4.72237e-06 81.7794
121 0.00543446 631.675 2.12018 4.72237e-06 81.6496
122 0.00543918 631.817 2.12316 4.72237e-06 81.5201
123 0.0054439 631.959 2.12615 4.72237e-06 81.3911
124 0.00544862 632.1 2.12913 4.72237e-06 81.2625
125 0.00545335 632.241 2.13212 4.72237e-06 81.1343
126 0.00545807 632.382 2.1351 4.72237e-06 81.0065
127 0.00546279 632.522 2.13809 4.72237e-06 80.8791
128 0.00546751 632.662 2.14108 4.72237e-06 80.7521
129 0.00547224 632.802 2.14406 4.72237e-06 80.6254
130 0.00547696 632.942 2.14705 4.72237e-06 80.4992
131 0.00548168 633.081 2.15004 4.72237e-06 80.3734
132 0.0054864 633.221 2.15303 4.72237e-06 80.248
133 0.00549113 633.359 2.15602 4.72237e-06 80.123
134 0.00549585 633.498 2.15901 4.72237e-06 79.9983
135 0.00550057 633.636 2.16201 4.72237e-06 79.8741
136 0.00550529 633.774 2.165 4.72237e-06 79.7502
137 0.00551002 633.912 2.16799 4.72237e-06 79.6267
138 0.00551474 634.05 2.17099 4.72237e-06 79.5036
139 0.00551946 634.187 2.17398 4.72237e-06 79.3809
140 0.00552418 634.324 2.17698 4.72237e-06 79.2585
141 0.00552891 634.461 2.17997 4.72237e-06 79.1365
142 0.00553363 634.597 2.18297 4.72237e-06 79.0149
143 0.00553835 634.733 2.18597 4.72237e-06 78.8937
144 0.00554307 634.869 2.18896 4.72237e-06 78.7729
145 0.00554779 635.005 2.19196 4.72237e-06 78.6524
146 0.00555252 635.141 2.19496 4.72237e-06 78.5323
147 0.00555724 635.276 2.19796 4.72237e-06 78.4125
148 0.00556196 635.411 2.20096 4.72237e-06 78.2931
149 0.00556668 635.545 2.20396 4.72237e-06 78.1741
150 0.00557141 635.68 2.20696 4.72237e-06 78.0555
151 0.00557613 635.814 2.20997 4.72237e-06 77.9372
152 0.00558085 635.948 2.21297 4.72237e-06 77.8192
153 0.00558557 636.081 2.21597 4.72237e-06 77.7016
154 0.0055903 636.215 2.21898 4.72237e-06 77.5844
155 0.00559502 636.348 2.22198 4.72237e-06 77.4675
156 0.00559974 636.481 2.22499 4.72237e-06 77.351
157 0.00560446 636.614 2.22799 4.72237e-06 77.2348
158 0.00560919 636.746 2.231 4.72237e-06 77.119
159 0.00561391 636.878 2.23401 4.72237e-06 77.0035
160 0.00561863 637.01 2.23701 4.72237e-06 76.8884
161 0.00562335 637.142 2.24002 4.72237e-06 76.7736
162 0.00562807 637.273 2.24303 4.72237e-06 76.6591
163 0.0056328 637.404 2.24604 4.72237e-06 76.545
164 0.00563752 637.535 2.24905 4.72237e-06 76.4312
165 0.00564224 637.666 2.25206 4.72237e-06 76.3178
166 0.00564696 637.797 2.25507 4.72237e-06 76.2047
167 0.00565169 637.927 2.25809 4.72237e-06 76.092
168 0.00565641 638.057 2.2611 4.72237e-06 75.9795
169 0.00566113 638.187 2.26411 4.72237e-06 75.8674
170 0.00566585 638.316 2.26713 4.72237e-06 75.7557
171 0.00567058 638.445 2.27014 4.72237e-06 75.6442
172 0.0056753 638.574 2.27316 4.72237e-06 75.5331
173 0.00568002 638.703 2.27617 4.72237e-06 75.4223
174 0.00568474 638.832 2.27919 4.72237e-06 75.3119
175 0.00568947 638.96 2.28221 4.72237e-06 75.2017
176 0.00569419 639.088 2.28522 4.72237e-06 75.0919
177 0.00569891 639.216 2.28824 4.72237e-06 74.9824
178 0.00570363 639.344 2.29126 4.72237e-06 74.8733
179 0.00570835 639.471 2.29428 4.72237e-06 74.7644
180 0.00571308 639.598 2.2973 4.72237e-06 74.6559
181 0.0057178 639.725 2.30032 4.72237e-06 74.5476
182 0.00572252 639.852 2.30334 4.72237e-06 74.4397
183 0.00572724 639.978 2.30636 4.72237e-06 74.3321
184 0.00573197 640.105 2.30939 4.72237e-06 74.2248
185 0.00573669 640.231 2.31241 4.72237e-06 74.1179
186 0.00574141 640.356 2.31543 4.72237e-06 74.0112
187 0.00574613 640.482 2.31846 4.72237e-06 73.9048
188 0.00575086 640.607 2.32148 4.72237e-06 73.7988
189 0.00575558 640.733 2.32451 4.72237e-06 73.693
190 0.0057603 640.857 2.32753 4.72237e-06 73.5876
191 0.00576502 640.982 2.33056 4.72237e-06 73.4824
192 0.00576975 641.107 2.33359 4.72237e-06 73.3776
193 0.00577447 641.231 2.33662 4.72237e-06 73.273
194 0.00577919 641.355 2.33964 4.72237e-06 73.1688
195 0.00578391 641.479 2.34267 4.72237e-06 73.0648
196 0.00578864 641.602 2.3457 4.72237e-06 72.9611
197 0.00579336 641.726 2.34873 4.72237e-06 72.8578
198 0.00579808 641.849 2.35176 4.72237e-06 72.7547
199 0.0058028 641.972 2.3548 4.72237e-06 72.6519
200 0.00580752 642.095 2.35783 4.72237e-06 72.5494
201 0.00581225 642.217 2.36086 4.72237e-06 72.4472
202 0.00581697 642.339 2.36389 4.72237e-06 72.3453
203 0.00582169 642.461 2.36693 4.72237e-06 72.2437
204 0.00582641 642.583 2.36996 4.72237e-06 72.1424
205 0.00583114 642.705 2.373 4.72237e-06 72.0413
206 0.00583586 642.826 2.37603 4.72237e-06 71.9405
207 0.00584058 642.948 2.37907 4.72237e-06 71.84
208 0.0058453 643.069 2.3821 4.72237e-06 71.7398
209 0.00585003 643.19 2.38514 4.72237e-06 71.6399
210 0.00585475 643.31 2.38818 4.72237e-06 71.5402
211 0.00585947 643.431 2.39122 4.72237e-06 71.4409
212 0.00586419 643.551 2.39426 4.72237e-06 71.3418
213 0.00586892 643.671 2.39729 4.72237e-06 71.243
214 0.00587364 643.79 2.40033 4.72237e-06 71.1444
215 0.00587836 643.91 2.40338 4.72237e-06 71.0461
216 0.00588308 644.029 2.40642 4.72237e-06 70.9481
217 0.0058878 644.149 2.40946 4.72237e-06 70.8504
218 0.00589253 644.268 2.4125 4.72237e-06 70.7529
219 0.00589725 644.386 2.41554 4.72237e-06 70.6557
220 0.00590197 644.505 2.41859 4.72237e-06 70.5588
221 0.00590669 644.623 2.42163 4.72237e-06 70.4622
222 0.00591142 644.741 2.42467 4.72237e-06 70.3658
223 0.00591614 644.859 2.42772 4.72237e-06 70.2696
224 0.00592086 644.977 2.43077 4.72237e-06 70.1738
225 0.00592558 645.095 2.43381 4.72237e-06 70.0782
226 0.00593031 645.212 2.43686 4.72237e-06 69.9828
227 0.00593503 645.329 2.4399 4.72237e-06 69.8877
228 0.00593975 645.446 2.44295 4.72237e-06 69.7929
229 0.00594447 645.563 2.446 4.72237e-06 69.6984
230 0.0059492 645.679 2.44905 4.72237e-06 69.604
231 0.00595392 645.796 2.4521 4.72237e-06 69.51
232 0.00595864 645.912 2.45515 4.72237e-06 69.4162
233 0.00596336 646.028 2.4582 4.72237e-06 69.3227
234 0.00596809 646.144 2.46125 4.72237e-06 69.2294
235 0.00597281 646.259 2.4643 4.72237e-06 69.1363
236 0.00597753 646.375 2.46735 4.72237e-06 69.0435
237 0.00598225 646.49 2.47041 4.72237e-06 68.951
238 0.00598697 646.605 2.47346 4.72237e-06 68.8587
239 0.0059917 646.72 2.47651 4.72237e-06 68.7667
240 0.00599642 646.834 2.47957 4.72237e-06 68.6749
241 0.00600114 646.949 2.48262 4.72237e-06 68.5833
242 0.00600586 647.063 2.48568 4.72237e-06 68.492
243 0.00601059 647.177 2.48873 4.72237e-06 68.401
244 0.00601531 647.291 2.49179 4.72237e-06 68.3102
245 0.00602003 647.405 2.49485 4.72237e-06 68.2196
246 0.00602475 647.518 2.49791 4.72237e-06 68.1293
247 0.00602948 647.631 2.50096 4.72237e-06 68.0392
248 0.0060342 647.745 2.50402 4.72237e-06 67.9493
249 0.00603892 647.857 2.50708 4.72237e-06 67.8597
250 0.00604364 647.97 2.51014 4.72237e-06 67.7703
251 0.00604837 648.083 2.5132 4.72237e-06 67.6812
252 0.00605309 648.195 2.51626 4.72237e-06 67.5923
253 0.00605781 648.307 2.51932 4.72237e-06 67.5036
254 0.00606253 648.419 2.52239 4.72237e-06 67.4152
255 0.00606725 648.531 2.52545 4.72237e-06 67.327
256 0.00607198 648.643 2.52851 4.72237e-06 67.239
257 0.0060767 648.754 2.53157 4.72237e-06 67.1513
258 0.00608142 648.866 2.53464 4.72237e-06 67.0638
259 0.00608614 648.977 2.5377 4.72237e-06 66.9765
260 0.00609087 649.088 2.54077 4.72237e-06 66.8895
261 0.00609559 649.198 2.54383 4.72237e-06 66.8026
262 0.00610031 649.309 2.5469 4.72237e-06 66.716
263 0.00610503 649.419 2.54997 4.72237e-06 66.6297
264 0.00610976 649.53 2.55303 4.72237e-06 66.5435
265 0.00611448 649.64 2.5561 4.72237e-06 66.4576
266 0.0061192 649.75 2.55917 4.72237e-06 66.3719
267 0.00612392 649.859 2.56224 4.72237e-06 66.2865
268 0.00612865 649.969 2.56531 4.72237e-06 66.2012
269 0.00613337 650.078 2.56838 4.72237e-06 66.1162
270 0.00613809 650.187 2.57145 4.72237e-06 66.0314
271 0.00614281 650.296 2.57452 4.72237e-06 65.9468
272 0.00614754 650.405 2.57759 4.72237e-06 65.8624
273 0.00615226 650.514 2.58066 4.72237e-06 65.7783
274 0.00615698 650.622 2.58373 4.72237e-06 65.6943
275 0.0061617 650.731 2.5868 4.72237e-06 65.6106
276 0.00616642 650.839 2.58988 4.72237e-06 65.5271
277 0.00617115 650.947 2.59295 4.72237e-06 65.4438
278 0.00617587 651.054 2.59603 4.72237e-06 65.3608
279 0.00618059 651.162 2.5991 4.72237e-06 65.2779
280 0.00618531 651.27 2.60218 4.72237e-06 65.1952
281 0.00619004 651.377 2.60525 4.72237e-06 65.1128
282 0.00619476 651.484 2.60833 4.72237e-06 65.0306
283 0.00619948 651.591 2.6114 4.72237e-06 64.9486
284 0.0062042 651.698 2.61448 4.72237e-06 64.8668
285 0.00620893 651.804 2.61756 4.72237e-06 64.7852
286 0.00621365 651.911 2.62064 4.72237e-06 64.7038
287 0.00621837 652.017 2.62372 4.72237e-06 64.6226
288 0.00622309 652.123 2.6268 4.72237e-06 64.5416
289 0.00622782 652.229 2.62988 4.72237e-06 64.4608
290 0.00623254 652.335 2.63296 4.72237e-06 64.3803
291 0.00623726 652.44 2.63604 4.72237e-06 64.2999
292 0.00624198 652.546 2.63912 4.72237e-06 64.2197
293 0.0062467 652.651 2.6422 4.72237e-06 64.1398
294 0.00625143 652.756 2.64528 4.72237e-06 64.06
295 0.00625615 652.861 2.64837 4.72237e-06 63.9805
296 0.00626087 652.966 2.65145 4.72237e-06 63.9011
297 0.00626559 653.071 2.65453 4.72237e-06 63.8415
298 0.00627032 653.175 2.65762 4.72237e-06 63.7878
299 0.00627504 653.28 2.6607 4.72237e-06 63.7341
300 0.00627976 653.384 2.66379 4.72237e-06 63.6807
301 0.00628448 653.488 2.66687 4.72237e-06 63.6273
302 0.00628921 653.592 2.66996 4.72237e-06 63.5742
303 0.00629393 653.696 2.67305 4.72237e-06 63.5212
304 0.00629865 653.8 2.67613 4.72237e-06 63.4683
305 0.00630337 653.904 2.67922 4.72237e-06 63.4156
306 0.0063081 654.007 2.68231 4.72237e-06 63.3631
307 0.00631282 654.111 2.6854 4.72237e-06 63.3107
308 0.00631754 654.214 2.68849 4.72237e-06 63.2584
309 0.00632226 654.317 2.69158 4.72237e-06 63.2063
310 0.00632698 654.42 2.69467 4.72237e-06 63.1544
311 0.00633171 654.523 2.69776 4.72237e-06 63.1026
312 0.00633643 654.626 2.70085 4.72237e-06 63.0509
313 0.00634115 654.729 2.70394 4.72237e-06 62.9994
314 0.00634587 654.832 2.70703 4.72237e-06 62.9481
315 0.0063506 654.934 2.71012 4.72237e-06 62.8969
316 0.00635532 655.037 2.71322 4.72237e-06 62.8458
317 0.00636004 655.139 2.71631 4.72237e-06 62.7949
318 0.00636476 655.241 2.71941 4.72237e-06 62.7441
319 0.00636949 655.343 2.7225 4.72237e-06 62.6935
320 0.00637421 655.445 2.72559 4.72237e-06 62.643
321 0.00637893 655.547 2.72869 4.72237e-06 62.5927
322 0.00638365 655.649 2.73179 4.72237e-06 62.5425
323 0.00638838 655.751 2.73488 4.72237e-06 62.4924
324 0.0063931 655.852 2.73798 4.72237e-06 62.4425
325 0.00639782 655.954 2.74108 4.72237e-06 62.3927
326 0.00640254 656.055 2.74417 4.72237e-06 62.3431
327 0.00640727 656.156 2.74727 4.72237e-06 62.2936
328 0.00641199 656.257 2.75037 4.72237e-06 62.2442
329 0.00641671 656.358 2.75347 4.72237e-06 62.195
330 0.00642143 656.459 2.75657 4.72237e-06 62.1459
331 0.00642615 656.56 2.75967 4.72237e-06 62.097
332 0.00643088 656.661 2.76277 4.72237e-06 62.0481
333 0.0064356 656.761 2.76587 4.72237e-06 61.9995
334 0.00644032 656.861 2.76898 4.72237e-06 61.9509
335 0.00644504 656.962 2.77208 4.72237e-06 61.9025
336 0.00644977 657.062 2.77518 4.72237e-06 61.8543
337 0.00645449 657.162 2.77828 4.72237e-06 61.8061
338 0.00645921 657.262 2.78139 4.72237e-06 61.7581
339 0.00646393 657.362 2.78449 5.1946e-06 61.7102
340 0.00646913 657.472 2.78791 5.1946e-06 61.6577
341 0.00647432 657.581 2.79132 5.1946e-06 61.6054
342 0.00647952 657.691 2.79474 5.1946e-06 61.5532
343 0.00648471 657.8 2.79815 5.1946e-06 61.5012
344 0.00648991 657.91 2.80157 5.1946e-06 61.4493
345 0.0064951 658.019 2.80499 5.1946e-06 61.3976
346 0.0065003 658.128 2.80841 5.1946e-06 61.346
347 0.00650549 658.237 2.81183 5.1946e-06 61.2946
348 0.00651069 658.345 2.81525 5.1946e-06 61.2433
349 0.00651588 658.454 2.81867 5.1946e-06 61.1922
350 0.00652107 658.563 2.82209 5.1946e-06 61.1412
351 0.00652627 658.671 2.82551 5.1946e-06 61.0904
352 0.00653146 658.779 2.82893 5.1946e-06 61.0398
353 0.00653666 658.887 2.83235 5.1946e-06 60.9893
354 0.00654185 658.995 2.83578 5.1946e-06 60.9389
355 0.00654705 659.103 2.8392 5.1946e-06 60.8887
356 0.00655224 659.211 2.84262 5.1946e-06 60.8387
357 0.00655744 659.319 2.84605 5.1946e-06 60.7888
358 0.00656263 659.426 2.84947 5.1946e-06 60.739
359 0.00656783 659.534 2.8529 5.1946e-06 60.6894
360 0.00657302 659.641 2.85632 5.1946e-06 60.6399
361 0.00657821 659.748 2.85975 5.1946e-06 60.5906
362 0.00658341 659.855 2.86318 5.1946e-06 60.5414
363 0.0065886 659.962 2.86661 5.1946e-06 60.4924
364 0.0065938 660.069 2.87004 5.1946e-06 60.4435
365 0.00659899 660.175 2.87346 5.1946e-06 60.3947
366 0.00660419 660.282 2.87689 5.1946e-06 60.3461
367 0.00660938 660.388 2.88032 5.1946e-06 60.2976
368 0.00661458 660.495 2.88376 5.1946e-06 60.2493
369 0.00661977 660.601 2.88719 5.1946e-06 60.2011
370 0.00662497 660.707 2.89062 5.1946e-06 60.153
371 0.00663016 660.813 2.89405 5.1946e-06 60.1051
372 0.00663536 660.919 2.89748 5.1946e-06 60.0574
373 0.00664055 661.024 2.90092 5.1946e-06 60.0097
374 0.00664574 661.13 2.90435 5.1946e-06 59.9622
375 0.00665094 661.236 2.90779 5.1946e-06 59.9148
376 0.00665613 661.341 2.91122 5.1946e-06 59.8676
377 0.00666133 661.446 2.91466 5.1946e-06 59.8205
378 0.00666652 661.551 2.91809 5.1946e-06 59.7736
379 0.00667172 661.656 2.92153 5.1946e-06 59.7267
380 0.00667691 661.761 2.92497 5.1946e-06 59.68
381 0.00668211 661.866 2.9284 5.1946e-06 59.6335
382 0.0066873 661.971 2.93184 5.1946e-06 59.587
383 0.0066925 662.075 2.93528 5.1946e-06 59.5407
384 0.00669769 662.18 2.93872 5.1946e-06 59.4946
385 0.00670289 662.284 2.94216 5.1946e-06 59.4485
386 0.00670808 662.388 2.9456 5.1946e-06 59.4026
387 0.00671327 662.493 2.94904 5.1946e-06 59.3568
388 0.00671847 662.597 2.95249 5.1946e-06 59.3112
389 0.00672366 662.7 2.95593 5.1946e-06 59.2657
390 0.00672886 662.804 2.95937 5.1946e-06 59.2203
391 0.00673405 662.908 2.96281 5.1946e-06 59.175
392 0.00673925 663.011 2.96626 5.1946e-06 59.1298
393 0.00674444 663.115 2.9697 5.1946e-06 59.0848
394 0.00674964 663.218 2.97315 5.1946e-06 59.0399
395 0.00675483 663.321 2.97659 5.1946e-06 58.9952
396 0.00676003 663.425 2.98004 5.1946e-06 58.9505
397 0.00676522 663.528 2.98348 5.1946e-06 58.906
398 0.00677042 663.631 2.98693 5.1946e-06 58.8616
399 0.00677561 663.733 2.99038 5.1946e-06 58.8173
400 0.0067808 663.836 2.99383 5.1946e-06 58.7732
401 0.006786 663.939 2.99728 5.1946e-06 58.7291
402 0.00679119 664.041 3.00072 5.1946e-06 58.6852
403 0.00679639 664.143 3.00417 5.1946e-06 58.6414
404 0.00680158 664.246 3.00762 5.1946e-06 58.5978
405 0.00680678 664.348 3.01108 5.1946e-06 58.5542
406 0.00681197 664.45 3.01453 5.1946e-06 58.5108
407 0.00681717 664.552 3.01798 5.1946e-06 58.4675
408 0.00682236 664.654 3.02143 5.1946e-06 58.4243
409 0.00682756 664.755 3.02488 5.1946e-06 58.3812
410 0.00683275 664.857 3.02834 5.1946e-06 58.3382
411 0.00683795 664.958 3.03179 5.1946e-06 58.2954
412 0.00684314 665.06 3.03525 5.1946e-06 58.2527
413 0.00684833 665.161 3.0387 5.1946e-06 58.21
414 0.00685353 665.262 3.04216 5.1946e-06 58.1675
415 0.00685872 665.363 3.04561 5.1946e-06 58.1252
416 0.00686392 665.464 3.04907 5.1946e-06 58.0829
417 0.00686911 665.565 3.05253 5.1946e-06 58.0407
418 0.00687431 665.666 3.05598 5.1946e-06 57.9987
419 0.0068795 665.767 3.05944 5.1946e-06 57.9568
420 0.0068847 665.867 3.0629 5.1946e-06 57.9149
421 0.00688989 665.968 3.06636 5.1946e-06 57.8732
422 0.00689509 666.068 3.06982 5.1946e-06 57.8316
423 0.00690028 666.168 3.07328 5.1946e-06 57.7901
424 0.00690547 666.269 3.07674 5.1946e-06 57.7488
425 0.00691067 666.369 3.0802 5.1946e-06 57.7075
426 0.00691586 666.469 3.08366 5.71406e-06 57.6664
427 0.00692158 666.579 3.08747 5.71406e-06 57.6212
428 0.00692729 666.688 3.09128 5.71406e-06 57.5762
429 0.00693301 666.798 3.09509 5.71406e-06 57.5313
430 0.00693872 666.907 3.0989 5.71406e-06 57.4866
431 0.00694443 667.017 3.10271 5.71406e-06 57.4419
432 0.00695015 667.126 3.10652 5.71406e-06 57.3974
433 0.00695586 667.235 3.11034 5.71406e-06 57.3531
434 0.00696158 667.344 3.11415 5.71406e-06 57.3088
435 0.00696729 667.453 3.11796 5.71406e-06 57.2647
436 0.006973 667.562 3.12178 5.71406e-06 57.2207
437 0.00697872 667.67 3.12559 5.71406e-06 57.1769
438 0.00698443 667.779 3.12941 5.71406e-06 57.1331
439 0.00699015 667.887 3.13322 5.71406e-06 57.0895
440 0.00699586 667.995 3.13704 5.71406e-06 57.0461
441 0.00700158 668.104 3.14086 5.71406e-06 57.0027
442 0.00700729 668.212 3.14467 5.71406e-06 56.9595
443 0.007013 668.32 3.14849 5.71406e-06 56.9163
444 0.00701872 668.427 3.15231 5.71406e-06 56.8734
445 0.00702443 668.535 3.15613 5.71406e-06 56.8305
446 0.00703015 668.643 3.15995 5.71406e-06 56.7877
447 0.00703586 668.75 3.16377 5.71406e-06 56.7451
448 0.00704157 668.857 3.1676 5.71406e-06 56.7026
449 0.00704729 668.965 3.17142 5.71406e-06 56.6602
450 0.007053 669.072 3.17524 5.71406e-06 56.6179
451 0.00705872 669.179 3.17906 5.71406e-06 56.5758
452 0.00706443 669.286 3.18289 5.71406e-06 56.5338
